Generation,Avg Fitness,Best Fitness,Avg Size,Best Individual,Simplified
10,860.7908384798244,0.3504248172336899,860.7908384798244,((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((((5.428952969743395 - 3.73218208886237) + 2.0252742962381327) + ((((5.5146109477716525 / 0.7389026619325999) - ((0.7389026619325999 + 5.5146109477716525) / X1 )) - X1 ) - X1 )) / (4.267220923254316 + (((X1  + (((0.7389026619325999 - 6.138099513186894) / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + (4.267220923254316 - 4.267220923254316)))) * 6.138099513186894)) + (6.390184542604821 - 4.267220923254316)))))) + (6.138099513186894 + (4.267220923254316 + 3.73218208886237))) * 6.390184542604821)) / (3.73218208886237 + X1 )),((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((3.7220451771191576 + (((7.463244121151476 - (6.253513609704252 / X1 )) - X1 ) - X1 )) / (4.267220923254316 + (((X1  + ((-5.3991968512542945 / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + 0.0))) * 6.138099513186894)) + 2.1229636193505055))))) + 14.13750252530358) * 6.390184542604821)) / (3.73218208886237 + X1 ))
11,1035.4247586230151,0.3504248172336899,1035.4247586230151,((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((((5.428952969743395 - 3.73218208886237) + 2.0252742962381327) + ((((5.5146109477716525 / 0.7389026619325999) - ((0.7389026619325999 + 5.5146109477716525) / X1 )) - X1 ) - X1 )) / (4.267220923254316 + (((X1  + (((0.7389026619325999 - 6.138099513186894) / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + (4.267220923254316 - 4.267220923254316)))) * 6.138099513186894)) + (6.390184542604821 - 4.267220923254316)))))) + (6.138099513186894 + (4.267220923254316 + 3.73218208886237))) * 6.390184542604821)) / (3.73218208886237 + X1 )),((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((3.7220451771191576 + (((7.463244121151476 - (6.253513609704252 / X1 )) - X1 ) - X1 )) / (4.267220923254316 + (((X1  + ((-5.3991968512542945 / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + 0.0))) * 6.138099513186894)) + 2.1229636193505055))))) + 14.13750252530358) * 6.390184542604821)) / (3.73218208886237 + X1 ))
12,1028.7749538519392,0.3504248172336899,1028.7749538519392,((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((((5.428952969743395 - 3.73218208886237) + 2.0252742962381327) + ((((5.5146109477716525 / 0.7389026619325999) - ((0.7389026619325999 + 5.5146109477716525) / X1 )) - X1 ) - X1 )) / (4.267220923254316 + (((X1  + (((0.7389026619325999 - 6.138099513186894) / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + (4.267220923254316 - 4.267220923254316)))) * 6.138099513186894)) + (6.390184542604821 - 4.267220923254316)))))) + (6.138099513186894 + (4.267220923254316 + 3.73218208886237))) * 6.390184542604821)) / (3.73218208886237 + X1 )),((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((3.7220451771191576 + (((7.463244121151476 - (6.253513609704252 / X1 )) - X1 ) - X1 )) / (4.267220923254316 + (((X1  + ((-5.3991968512542945 / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + 0.0))) * 6.138099513186894)) + 2.1229636193505055))))) + 14.13750252530358) * 6.390184542604821)) / (3.73218208886237 + X1 ))
13,557.6606679104966,0.3504248172336899,557.6606679104966,((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((((5.428952969743395 - 3.73218208886237) + 2.0252742962381327) + ((((5.5146109477716525 / 0.7389026619325999) - ((0.7389026619325999 + 5.5146109477716525) / X1 )) - X1 ) - X1 )) / (4.267220923254316 + (((X1  + (((0.7389026619325999 - 6.138099513186894) / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + (4.267220923254316 - 4.267220923254316)))) * 6.138099513186894)) + (6.390184542604821 - 4.267220923254316)))))) + (6.138099513186894 + (4.267220923254316 + 3.73218208886237))) * 6.390184542604821)) / (3.73218208886237 + X1 )),((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((3.7220451771191576 + (((7.463244121151476 - (6.253513609704252 / X1 )) - X1 ) - X1 )) / (4.267220923254316 + (((X1  + ((-5.3991968512542945 / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + 0.0))) * 6.138099513186894)) + 2.1229636193505055))))) + 14.13750252530358) * 6.390184542604821)) / (3.73218208886237 + X1 ))
14,490.82822272304804,0.2963112492918034,490.82822272304804,((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((((2.864039375721521 / (5.5146109477716525 + 2.864039375721521)) + 2.0252742962381327) + ((4.267220923254316 - X1 ) - X1 )) / (4.267220923254316 + (((X1  + ((((((2.0252742962381327 + (3.73218208886237 - ((4.293301407797735 / X1 ) + 2.864039375721521))) / 4.293301407797735) * (2.864039375721521 - 3.73218208886237)) - 6.138099513186894) / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + (4.267220923254316 - 4.267220923254316)))) * 6.138099513186894)) + (6.390184542604821 - 4.267220923254316)))))) + (6.138099513186894 + (4.267220923254316 + 3.73218208886237))) * 6.390184542604821)) / (3.73218208886237 + X1 )),((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((2.3671001590135425 + ((4.267220923254316 - X1 ) - X1 )) / (4.267220923254316 + (((X1  + ((((((2.0252742962381327 + (3.73218208886237 - ((4.293301407797735 / X1 ) + 2.864039375721521))) / 4.293301407797735) * -0.8681427131408488) - 6.138099513186894) / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + 0.0))) * 6.138099513186894)) + 2.1229636193505055))))) + 14.13750252530358) * 6.390184542604821)) / (3.73218208886237 + X1 ))
15,2561.580983146329,0.19115770311684965,2561.580983146329,((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((((5.428952969743395 / ((4.267220923254316 + 6.138099513186894) * 6.138099513186894)) / 2.0252742962381327) + (2.864039375721521 - X1 )) / (2.0252742962381327 + (((X1  + (((0.7389026619325999 - 6.138099513186894) / (5.5146109477716525 / (0.7389026619325999 + 6.138099513186894))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + (4.267220923254316 - 4.267220923254316)))) * 6.138099513186894)) + (6.390184542604821 - 4.267220923254316)))))) + (6.138099513186894 + (4.267220923254316 + 3.73218208886237))) * 6.390184542604821)) / (3.73218208886237 + X1 )),((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((0.04197037449796778 + (2.864039375721521 - X1 )) / (2.0252742962381327 + (((X1  + -13.636323505475508) / ((3.73218208886237 - (5.428952969743395 / (X1  + 0.0))) * 6.138099513186894)) + 2.1229636193505055))))) + 14.13750252530358) * 6.390184542604821)) / (3.73218208886237 + X1 ))
16,47215.252596145525,0.19115770311684965,47215.252596145525,((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((((5.428952969743395 / ((4.267220923254316 + 6.138099513186894) * 6.138099513186894)) / 2.0252742962381327) + (2.864039375721521 - X1 )) / (2.0252742962381327 + (((X1  + (((0.7389026619325999 - 6.138099513186894) / (5.5146109477716525 / (0.7389026619325999 + 6.138099513186894))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + (4.267220923254316 - 4.267220923254316)))) * 6.138099513186894)) + (6.390184542604821 - 4.267220923254316)))))) + (6.138099513186894 + (4.267220923254316 + 3.73218208886237))) * 6.390184542604821)) / (3.73218208886237 + X1 )),((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((0.04197037449796778 + (2.864039375721521 - X1 )) / (2.0252742962381327 + (((X1  + -13.636323505475508) / ((3.73218208886237 - (5.428952969743395 / (X1  + 0.0))) * 6.138099513186894)) + 2.1229636193505055))))) + 14.13750252530358) * 6.390184542604821)) / (3.73218208886237 + X1 ))
17,779.9077022628222,0.09134611863391928,779.9077022628222,((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((5.428952969743395 + ((4.267220923254316 - X1 ) - X1 )) / (4.267220923254316 + (((X1  + (((0.7389026619325999 - 6.138099513186894) / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + (4.267220923254316 - 4.267220923254316)))) * 6.138099513186894)) + (6.390184542604821 - (3.73218208886237 + (5.5146109477716525 / (((X1  / 3.73218208886237) * (4.267220923254316 * 2.0252742962381327)) / ((5.428952969743395 / (6.390184542604821 * (6.390184542604821 * 5.428952969743395))) + 6.138099513186894)))))))))) + (6.138099513186894 + (4.267220923254316 + 3.73218208886237))) * 6.390184542604821)) / (3.73218208886237 + X1 )),((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((5.428952969743395 + ((4.267220923254316 - X1 ) - X1 )) / (4.267220923254316 + (((X1  + ((-5.3991968512542945 / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + 0.0))) * 6.138099513186894)) + (6.390184542604821 - (3.73218208886237 + (5.5146109477716525 / (((X1  / 3.73218208886237) * 8.642292852236519) / 6.162588634311899))))))))) + 14.13750252530358) * 6.390184542604821)) / (3.73218208886237 + X1 ))
18,365.8502200199668,0.09134611863391928,365.8502200199668,((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((5.428952969743395 + ((4.267220923254316 - X1 ) - X1 )) / (4.267220923254316 + (((X1  + (((0.7389026619325999 - 6.138099513186894) / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + (4.267220923254316 - 4.267220923254316)))) * 6.138099513186894)) + (6.390184542604821 - (3.73218208886237 + (5.5146109477716525 / (((X1  / 3.73218208886237) * (4.267220923254316 * 2.0252742962381327)) / ((5.428952969743395 / (6.390184542604821 * (6.390184542604821 * 5.428952969743395))) + 6.138099513186894)))))))))) + (6.138099513186894 + (4.267220923254316 + 3.73218208886237))) * 6.390184542604821)) / (3.73218208886237 + X1 )),((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((5.428952969743395 + ((4.267220923254316 - X1 ) - X1 )) / (4.267220923254316 + (((X1  + ((-5.3991968512542945 / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + 0.0))) * 6.138099513186894)) + (6.390184542604821 - (3.73218208886237 + (5.5146109477716525 / (((X1  / 3.73218208886237) * 8.642292852236519) / 6.162588634311899))))))))) + 14.13750252530358) * 6.390184542604821)) / (3.73218208886237 + X1 ))
19,418.08879732336027,0.09134611863391928,418.08879732336027,((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((5.428952969743395 + ((4.267220923254316 - X1 ) - X1 )) / (4.267220923254316 + (((X1  + (((0.7389026619325999 - 6.138099513186894) / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + (4.267220923254316 - 4.267220923254316)))) * 6.138099513186894)) + (6.390184542604821 - (3.73218208886237 + (5.5146109477716525 / (((X1  / 3.73218208886237) * (4.267220923254316 * 2.0252742962381327)) / ((5.428952969743395 / (6.390184542604821 * (6.390184542604821 * 5.428952969743395))) + 6.138099513186894)))))))))) + (6.138099513186894 + (4.267220923254316 + 3.73218208886237))) * 6.390184542604821)) / (3.73218208886237 + X1 )),((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((5.428952969743395 + ((4.267220923254316 - X1 ) - X1 )) / (4.267220923254316 + (((X1  + ((-5.3991968512542945 / (5.5146109477716525 / (0.7389026619325999 - (X1  / 2.0252742962381327)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + 0.0))) * 6.138099513186894)) + (6.390184542604821 - (3.73218208886237 + (5.5146109477716525 / (((X1  / 3.73218208886237) * 8.642292852236519) / 6.162588634311899))))))))) + 14.13750252530358) * 6.390184542604821)) / (3.73218208886237 + X1 ))
20,829.8589316239875,0.09032690334877458,829.8589316239875,((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((0.7389026619325999 + ((4.267220923254316 - X1 ) - X1 )) / (4.267220923254316 + (((X1  + X1 ) / ((3.73218208886237 - (5.428952969743395 / (X1  + (((6.138099513186894 + ((0.7389026619325999 + 6.390184542604821) / (6.390184542604821 * ((4.267220923254316 / (4.293301407797735 / 3.73218208886237)) * 4.267220923254316)))) + 3.73218208886237) + ((X1  * 3.73218208886237) + 6.138099513186894))))) * 6.138099513186894)) + (6.390184542604821 - 4.267220923254316)))))) + (5.5146109477716525 + (4.267220923254316 + 3.73218208886237))) * 6.390184542604821)) / (3.73218208886237 + X1 )),((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((0.7389026619325999 + ((4.267220923254316 - X1 ) - X1 )) / (4.267220923254316 + (((X1  + X1 ) / ((3.73218208886237 - (5.428952969743395 / (X1  + (9.940760454740802 + ((X1  * 3.73218208886237) + 6.138099513186894))))) * 6.138099513186894)) + 2.1229636193505055))))) + 13.514013959888338) * 6.390184542604821)) / (3.73218208886237 + X1 ))
21,605091.8792895451,0.058097859918261996,605091.8792895451,((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((((5.5146109477716525 - 3.73218208886237) / (((((5.5146109477716525 - ((((6.138099513186894 - X1 ) + (((6.138099513186894 / 6.138099513186894) * 4.267220923254316) * 5.428952969743395)) - ((2.864039375721521 - (((6.390184542604821 / ((3.73218208886237 - (5.428952969743395 / (((((((((2.864039375721521 - 3.73218208886237) - X1 ) + (5.5146109477716525 - (6.138099513186894 - 5.5146109477716525))) - 6.390184542604821) - (6.390184542604821 / (X1  * ((2.0252742962381327 / (((2.864039375721521 / 6.390184542604821) / 4.267220923254316) + 3.73218208886237)) + (((2.864039375721521 / X1 ) / (5.428952969743395 - 3.73218208886237)) / X1 ))))) * 5.428952969743395) - 4.293301407797735) / (X1  + 5.428952969743395)) + (((2.0252742962381327 / 2.0252742962381327) / (0.7389026619325999 / 0.7389026619325999)) / 6.390184542604821)))) / 6.138099513186894)) + (0.7389026619325999 + 4.267220923254316)) / (X1  * 5.5146109477716525))) + 5.428952969743395)) / ((3.73218208886237 * 5.5146109477716525) + (((3.73218208886237 * X1 ) + (2.864039375721521 * 0.7389026619325999)) / (4.267220923254316 * 3.73218208886237))))) + (6.390184542604821 / 2.864039375721521)) * X1 ) + 6.390184542604821) / 5.5146109477716525)) + (2.864039375721521 - X1 )) / (2.0252742962381327 + (((X1  + ((((4.267220923254316 / 0.7389026619325999) - 6.138099513186894) / (5.5146109477716525 / (0.7389026619325999 + (X1  / X1 )))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / ((((6.138099513186894 - ((((6.390184542604821 / 3.73218208886237) - (2.864039375721521 * 5.428952969743395)) / (6.138099513186894 / 4.267220923254316)) / ((X1  / 5.5146109477716525) + (4.293301407797735 - 5.5146109477716525)))) + (X1  / ((5.5146109477716525 / 3.73218208886237) / (2.0252742962381327 / ((4.293301407797735 - 2.864039375721521) - 4.267220923254316))))) / (((X1  / 3.73218208886237) * 5.428952969743395) / (4.267220923254316 / 0.7389026619325999))) - 4.267220923254316))) * (5.5146109477716525 - (((0.7389026619325999 / 4.267220923254316) + 2.0252742962381327) / 3.73218208886237)))) + (6.390184542604821 - 4.267220923254316)))))) + (6.138099513186894 + (6.138099513186894 + 2.864039375721521))) * 6.390184542604821)) / (4.267220923254316 + X1 )),((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - (((1.7824288589092827 / (((((5.5146109477716525 - ((((6.138099513186894 - X1 ) + 23.16654170385267) - ((2.864039375721521 - (((6.390184542604821 / ((3.73218208886237 - (5.428952969743395 / ((((((((-0.8681427131408488 - X1 ) + 4.891122382356411) - 6.390184542604821) - (6.390184542604821 / (X1  * (0.527798136832955 + (((2.864039375721521 / X1 ) / 1.696770880881025) / X1 ))))) * 5.428952969743395) - 4.293301407797735) / (X1  + 5.428952969743395)) + 0.15649000327498705))) / 6.138099513186894)) + 5.0061235851869155) / (X1  * 5.5146109477716525))) + 5.428952969743395)) / (20.5815322063177 + (((3.73218208886237 * X1 ) + 2.1162463186004135) / 15.926045498988502)))) + 2.231179011285408) * X1 ) + 6.390184542604821) / 5.5146109477716525)) + (2.864039375721521 - X1 )) / (2.0252742962381327 + (((X1  + ((-0.36302094993825307 / (5.5146109477716525 / (0.7389026619325999 + (X1  / X1 )))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / ((((6.138099513186894 - (-9.619201796770284 / ((X1  / 5.5146109477716525) + -1.2213095399739178))) + (X1  / -2.070495560838253)) / (((X1  / 3.73218208886237) * 5.428952969743395) / 5.775078563248641)) - 4.267220923254316))) * 4.925563559029422)) + 2.1229636193505055))))) + 15.14023840209531) * 6.390184542604821)) / (4.267220923254316 + X1 ))
22,516.4070961391285,0.039677600287766346,516.4070961391285,((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((((5.428952969743395 - ((((5.428952969743395 + 4.267220923254316) * (X1  / (0.7389026619325999 / 0.7389026619325999))) - 4.293301407797735) / (X1  + ((4.293301407797735 + 2.864039375721521) + 5.5146109477716525)))) / ((5.428952969743395 + 6.390184542604821) / 5.5146109477716525)) + (2.864039375721521 - X1 )) / (2.0252742962381327 + (((X1  + ((((4.267220923254316 / 0.7389026619325999) - 6.138099513186894) / (5.5146109477716525 / (0.7389026619325999 + (X1  / 0.7389026619325999)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + X1 ))) * (5.5146109477716525 - (((0.7389026619325999 / 4.267220923254316) + 2.0252742962381327) / 3.73218208886237)))) + (6.390184542604821 - 4.267220923254316)))))) + (6.138099513186894 + (6.138099513186894 + 2.864039375721521))) * 6.390184542604821)) / (4.267220923254316 + X1 )),((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((((5.428952969743395 - (((9.69617389299771 * (X1  / 1.0)) - 4.293301407797735) / (X1  + 12.671951731290909))) / 2.143240497704394) + (2.864039375721521 - X1 )) / (2.0252742962381327 + (((X1  + ((-0.36302094993825307 / (5.5146109477716525 / (0.7389026619325999 + (X1  / 0.7389026619325999)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + X1 ))) * 4.925563559029422)) + 2.1229636193505055))))) + 15.14023840209531) * 6.390184542604821)) / (4.267220923254316 + X1 ))
23,1180.4329700669716,0.039677600287766346,1180.4329700669716,((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((((5.428952969743395 - ((((5.428952969743395 + 4.267220923254316) * (X1  / (0.7389026619325999 / 0.7389026619325999))) - 4.293301407797735) / (X1  + ((4.293301407797735 + 2.864039375721521) + 5.5146109477716525)))) / ((5.428952969743395 + 6.390184542604821) / 5.5146109477716525)) + (2.864039375721521 - X1 )) / (2.0252742962381327 + (((X1  + ((((4.267220923254316 / 0.7389026619325999) - 6.138099513186894) / (5.5146109477716525 / (0.7389026619325999 + (X1  / 0.7389026619325999)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + X1 ))) * (5.5146109477716525 - (((0.7389026619325999 / 4.267220923254316) + 2.0252742962381327) / 3.73218208886237)))) + (6.390184542604821 - 4.267220923254316)))))) + (6.138099513186894 + (6.138099513186894 + 2.864039375721521))) * 6.390184542604821)) / (4.267220923254316 + X1 )),((((X1  / 5.428952969743395) / 4.267220923254316) * (((5.428952969743395 + (2.864039375721521 - ((((5.428952969743395 - (((9.69617389299771 * (X1  / 1.0)) - 4.293301407797735) / (X1  + 12.671951731290909))) / 2.143240497704394) + (2.864039375721521 - X1 )) / (2.0252742962381327 + (((X1  + ((-0.36302094993825307 / (5.5146109477716525 / (0.7389026619325999 + (X1  / 0.7389026619325999)))) * 2.0252742962381327)) / ((3.73218208886237 - (5.428952969743395 / (X1  + X1 ))) * 4.925563559029422)) + 2.1229636193505055))))) + 15.14023840209531) * 6.390184542604821)) / (4.267220923254316 + X1 ))
