Generation,Avg Fitness,Best Fitness,Avg Size,Best Individual,Simplified
10,1.8293093828907154E9,1.454009311553371,1.8293093828907154E9,(((((5.519286583872758 - 7.898136048485824) - 6.849523296811113) + (11.607969812736886 * X1 )) / ((5.519286583872758 + ((7.898136048485824 / 6.849523296811113) + 6.173862905300291)) + (((10.486193906818151 - ((11.607969812736886 - 5.5965483376760305) - (((11.607969812736886 / (6.173862905300291 - (10.486193906818151 / 6.681366315426977))) + 11.607969812736886) + 7.296402020769058))) - 5.519286583872758) + X1 ))) + (((1.4101852027169761 * (X1  / (6.849523296811113 * 1.4101852027169761))) / 6.173862905300291) / ((6.681366315426977 / 6.173862905300291) + 6.681366315426977))),(((-9.228372761424179 + (11.607969812736886 * X1 )) / (12.84624229669192 + (20.380920989065135 + X1 ))) + (((1.4101852027169761 * (X1  / 9.65909639882823)) / 6.173862905300291) / 7.763568239556356))
11,2.870712166140765E12,1.454009311553371,2.870712166140765E12,(((((5.519286583872758 - 7.898136048485824) - 6.849523296811113) + (11.607969812736886 * X1 )) / ((5.519286583872758 + ((7.898136048485824 / 6.849523296811113) + 6.173862905300291)) + (((10.486193906818151 - ((11.607969812736886 - 5.5965483376760305) - (((11.607969812736886 / (6.173862905300291 - (10.486193906818151 / 6.681366315426977))) + 11.607969812736886) + 7.296402020769058))) - 5.519286583872758) + X1 ))) + (((1.4101852027169761 * (X1  / (6.849523296811113 * 1.4101852027169761))) / 6.173862905300291) / ((6.681366315426977 / 6.173862905300291) + 6.681366315426977))),(((-9.228372761424179 + (11.607969812736886 * X1 )) / (12.84624229669192 + (20.380920989065135 + X1 ))) + (((1.4101852027169761 * (X1  / 9.65909639882823)) / 6.173862905300291) / 7.763568239556356))
12,2.8706720916318506E12,0.7906091051882598,2.8706720916318506E12,((X1  + (((X1  / (((6.681366315426977 * 7.296402020769058) - 5.519286583872758) * 7.898136048485824)) + 10.486193906818151) * X1 )) / (6.849523296811113 + (((5.519286583872758 - ((7.296402020769058 + 11.607969812736886) - ((1.4101852027169761 * 6.849523296811113) + (10.486193906818151 / ((10.486193906818151 / (5.5965483376760305 / 5.519286583872758)) / ((6.173862905300291 + 7.296402020769058) + 6.849523296811113)))))) - (6.681366315426977 - 7.898136048485824)) + X1 ))),((X1  + (((X1  / 341.4415401699173) + 10.486193906818151) * X1 )) / (6.849523296811113 + (18.095015736262035 + X1 )))
13,7928743.812797706,0.7534396652102293,7928743.812797706,(((((5.519286583872758 + ((1.4101852027169761 / 7.898136048485824) / ((10.486193906818151 + (((11.607969812736886 - 6.681366315426977) * (10.486193906818151 / 6.173862905300291)) / 6.173862905300291)) / X1 ))) + (6.849523296811113 * 11.607969812736886)) * X1 ) - 5.519286583872758) / (6.849523296811113 * (11.607969812736886 + ((5.5965483376760305 * 5.5965483376760305) + X1 )))),(((((5.519286583872758 + (0.17854658289753403 / (11.841544131672363 / X1 ))) + 79.50905966102144) * X1 ) - 5.519286583872758) / (6.849523296811113 * (11.607969812736886 + (31.32135329594434 + X1 ))))
14,1.6338830494950546E10,0.7168214176612917,1.6338830494950546E10,((X1  + (((X1  / (((6.681366315426977 * 7.296402020769058) - 5.519286583872758) * 7.898136048485824)) + 10.486193906818151) * X1 )) / (6.849523296811113 + (((7.898136048485824 - ((7.296402020769058 + 11.607969812736886) - ((1.4101852027169761 * 6.849523296811113) + (10.486193906818151 / ((10.486193906818151 / (5.5965483376760305 / 5.519286583872758)) / ((6.173862905300291 + 7.296402020769058) + 6.849523296811113)))))) - (6.681366315426977 - 7.898136048485824)) + X1 ))),((X1  + (((X1  / 341.4415401699173) + 10.486193906818151) * X1 )) / (6.849523296811113 + (20.4738652008751 + X1 )))
15,8.55266925484362E7,0.7168214176612917,8.55266925484362E7,((X1  + (((X1  / (((6.681366315426977 * 7.296402020769058) - 5.519286583872758) * 7.898136048485824)) + 10.486193906818151) * X1 )) / (6.849523296811113 + (((7.898136048485824 - ((7.296402020769058 + 11.607969812736886) - ((1.4101852027169761 * 6.849523296811113) + (10.486193906818151 / ((10.486193906818151 / (5.5965483376760305 / 5.519286583872758)) / ((6.173862905300291 + 7.296402020769058) + 6.849523296811113)))))) - (6.681366315426977 - 7.898136048485824)) + X1 ))),((X1  + (((X1  / 341.4415401699173) + 10.486193906818151) * X1 )) / (6.849523296811113 + (20.4738652008751 + X1 )))
16,6.750106505744268E11,0.5183325064180438,6.750106505744268E11,(((((7.296402020769058 + ((((6.681366315426977 / 6.849523296811113) + 7.898136048485824) / (((6.173862905300291 - ((5.5965483376760305 / (((5.519286583872758 + 1.4101852027169761) + 6.681366315426977) - 11.607969812736886)) + ((5.519286583872758 * X1 ) + 10.486193906818151))) / 5.519286583872758) + (11.607969812736886 + (1.4101852027169761 - 7.296402020769058)))) + ((((11.607969812736886 / ((X1  + 11.607969812736886) - 5.5965483376760305)) * 10.486193906818151) / 7.898136048485824) + (1.4101852027169761 / 5.5965483376760305)))) - 7.898136048485824) - 6.849523296811113) + (((X1  / (((6.681366315426977 * 10.486193906818151) - 5.519286583872758) * 6.173862905300291)) + ((7.296402020769058 / (10.486193906818151 * 7.296402020769058)) + 11.607969812736886)) * X1 )) / ((((7.296402020769058 + ((((7.296402020769058 / 6.849523296811113) + 7.898136048485824) / (((((10.486193906818151 - (6.173862905300291 - 11.607969812736886)) / (X1  + (6.173862905300291 - 1.4101852027169761))) - 7.898136048485824) / (6.173862905300291 - 11.607969812736886)) + (11.607969812736886 + (((((6.173862905300291 + (5.5965483376760305 * 6.681366315426977)) - (6.849523296811113 - (6.173862905300291 / ((((7.296402020769058 * 7.898136048485824) + (((X1  / 1.4101852027169761) - 6.681366315426977) - 7.898136048485824)) / (5.519286583872758 * (5.519286583872758 * 6.173862905300291))) + (5.519286583872758 - ((6.173862905300291 / 6.681366315426977) / 6.849523296811113)))))) * 11.607969812736886) / ((X1  + 11.607969812736886) - 5.5965483376760305)) - 7.296402020769058)))) + (((7.898136048485824 * 10.486193906818151) / 7.898136048485824) + (1.4101852027169761 / 5.5965483376760305)))) + (7.898136048485824 * 5.519286583872758)) / 5.519286583872758) + (((6.173862905300291 - ((((5.5965483376760305 - (((10.486193906818151 / ((10.486193906818151 - (((((X1  - 7.898136048485824) * (7.296402020769058 + 5.5965483376760305)) + 6.681366315426977) / (X1  + 11.607969812736886)) - 6.681366315426977)) + ((((5.5965483376760305 / 5.519286583872758) / 5.5965483376760305) + (11.607969812736886 + (5.5965483376760305 - ((11.607969812736886 - 11.607969812736886) + 10.486193906818151)))) / (7.898136048485824 + 10.486193906818151)))) / X1 ) * 10.486193906818151)) + 6.681366315426977) - 11.607969812736886) - (6.849523296811113 + 7.296402020769058))) - ((X1  - 6.681366315426977) / (((7.296402020769058 / 1.4101852027169761) * 10.486193906818151) + (6.849523296811113 - 6.681366315426977)))) + X1 ))),(((((7.296402020769058 + ((8.873585875561758 / (((6.173862905300291 - (2.7942667861042394 + ((5.519286583872758 * X1 ) + 10.486193906818151))) / 5.519286583872758) + 5.721752994684804)) + ((((11.607969812736886 / ((X1  + 11.607969812736886) - 5.5965483376760305)) * 10.486193906818151) / 7.898136048485824) + 0.2519740950370414))) - 7.898136048485824) - 6.849523296811113) + (((X1  / 398.47849850728466) + 11.703333298181285) * X1 )) / ((((7.296402020769058 + ((8.963378358730392 / ((((15.920300814254746 / (X1  + 4.7636777025833155)) - 7.898136048485824) / -5.434106907436595) + (11.607969812736886 + ((((43.56645245130776 - (6.849523296811113 - (6.173862905300291 / (((57.62797582448091 + (((X1  / 1.4101852027169761) - 6.681366315426977) - 7.898136048485824)) / 188.07144936358833) + 5.384380557294066)))) * 11.607969812736886) / ((X1  + 11.607969812736886) - 5.5965483376760305)) - 7.296402020769058)))) + 10.738168001855193)) + 43.59207633000961) / 5.519286583872758) + (((6.173862905300291 - ((((5.5965483376760305 - (((10.486193906818151 / ((10.486193906818151 - (((((X1  - 7.898136048485824) * 12.892950358445088) + 6.681366315426977) / (X1  + 11.607969812736886)) - 6.681366315426977)) + 0.3752928225886029)) / X1 ) * 10.486193906818151)) + 6.681366315426977) - 11.607969812736886) - 14.145925317580172)) - ((X1  - 6.681366315426977) / 54.4244959817303)) + X1 )))
17,6.745262134549019E11,0.5183278915601337,6.745262134549019E11,(((((7.296402020769058 + ((((6.681366315426977 / 6.849523296811113) + 7.898136048485824) / (((6.173862905300291 - ((5.5965483376760305 / (((5.519286583872758 + 1.4101852027169761) + 6.681366315426977) - 11.607969812736886)) + ((5.519286583872758 * X1 ) + 10.486193906818151))) / 5.519286583872758) + (11.607969812736886 + (1.4101852027169761 - 7.296402020769058)))) + ((((11.607969812736886 / ((X1  + 11.607969812736886) - 5.5965483376760305)) * 10.486193906818151) / 7.898136048485824) + (1.4101852027169761 / 5.5965483376760305)))) - 7.898136048485824) - 6.849523296811113) + (((X1  / (((6.681366315426977 * 10.486193906818151) - 5.519286583872758) * 6.173862905300291)) + ((7.296402020769058 / (10.486193906818151 * 7.296402020769058)) + 11.607969812736886)) * X1 )) / ((((7.296402020769058 + ((((7.296402020769058 / 6.849523296811113) + 7.898136048485824) / (((((10.486193906818151 - (1.4101852027169761 / 6.849523296811113)) / (X1  + (6.173862905300291 - 1.4101852027169761))) - 7.898136048485824) / (6.173862905300291 - 11.607969812736886)) + (11.607969812736886 + (((((6.173862905300291 + (5.5965483376760305 * 6.681366315426977)) - (6.849523296811113 - (6.173862905300291 / ((((7.296402020769058 * 7.898136048485824) + (((X1  / 1.4101852027169761) - 6.681366315426977) - 7.898136048485824)) / (5.519286583872758 * (5.519286583872758 * 6.173862905300291))) + (5.519286583872758 - ((6.173862905300291 / 6.681366315426977) / 6.849523296811113)))))) * 11.607969812736886) / ((X1  + 11.607969812736886) - 5.5965483376760305)) - 7.296402020769058)))) + (((7.898136048485824 * 10.486193906818151) / 7.898136048485824) + (1.4101852027169761 / 5.5965483376760305)))) + (7.898136048485824 * 5.519286583872758)) / 5.519286583872758) + (((6.173862905300291 - ((((5.5965483376760305 - (((10.486193906818151 / ((10.486193906818151 - (((((X1  - 7.898136048485824) * (7.296402020769058 + 5.5965483376760305)) + 6.681366315426977) / (X1  + 11.607969812736886)) - 6.681366315426977)) + ((((5.5965483376760305 / 5.519286583872758) / 5.5965483376760305) + (11.607969812736886 + (5.5965483376760305 - ((11.607969812736886 - 11.607969812736886) + 10.486193906818151)))) / (7.898136048485824 + 10.486193906818151)))) / X1 ) * 10.486193906818151)) + 6.681366315426977) - 11.607969812736886) - (6.849523296811113 + 7.296402020769058))) - ((X1  - 6.681366315426977) / (((7.296402020769058 / 1.4101852027169761) * 10.486193906818151) + (6.849523296811113 - 6.681366315426977)))) + X1 ))),(((((7.296402020769058 + ((8.873585875561758 / (((6.173862905300291 - (2.7942667861042394 + ((5.519286583872758 * X1 ) + 10.486193906818151))) / 5.519286583872758) + 5.721752994684804)) + ((((11.607969812736886 / ((X1  + 11.607969812736886) - 5.5965483376760305)) * 10.486193906818151) / 7.898136048485824) + 0.2519740950370414))) - 7.898136048485824) - 6.849523296811113) + (((X1  / 398.47849850728466) + 11.703333298181285) * X1 )) / ((((7.296402020769058 + ((8.963378358730392 / ((((10.280313126271933 / (X1  + 4.7636777025833155)) - 7.898136048485824) / -5.434106907436595) + (11.607969812736886 + ((((43.56645245130776 - (6.849523296811113 - (6.173862905300291 / (((57.62797582448091 + (((X1  / 1.4101852027169761) - 6.681366315426977) - 7.898136048485824)) / 188.07144936358833) + 5.384380557294066)))) * 11.607969812736886) / ((X1  + 11.607969812736886) - 5.5965483376760305)) - 7.296402020769058)))) + 10.738168001855193)) + 43.59207633000961) / 5.519286583872758) + (((6.173862905300291 - ((((5.5965483376760305 - (((10.486193906818151 / ((10.486193906818151 - (((((X1  - 7.898136048485824) * 12.892950358445088) + 6.681366315426977) / (X1  + 11.607969812736886)) - 6.681366315426977)) + 0.3752928225886029)) / X1 ) * 10.486193906818151)) + 6.681366315426977) - 11.607969812736886) - 14.145925317580172)) - ((X1  - 6.681366315426977) / 54.4244959817303)) + X1 )))
18,6.750437966204641E11,0.482429819596522,6.750437966204641E11,(((5.5965483376760305 - 5.5965483376760305) + ((((6.173862905300291 + X1 ) / (((6.681366315426977 * 10.486193906818151) - 11.607969812736886) * 6.173862905300291)) + ((7.296402020769058 / (10.486193906818151 * 7.296402020769058)) + 11.607969812736886)) * X1 )) / (6.849523296811113 + (((6.173862905300291 - ((((5.5965483376760305 - (((10.486193906818151 / 7.296402020769058) / X1 ) * 10.486193906818151)) + 6.681366315426977) - 11.607969812736886) - (10.486193906818151 + 7.296402020769058))) - (5.5965483376760305 / (((7.296402020769058 / 1.4101852027169761) * 10.486193906818151) + 6.681366315426977))) + X1 ))),((0.0 + ((((6.173862905300291 + X1 ) / 360.88780297847643) + 11.703333298181285) * X1 )) / (6.849523296811113 + (((6.173862905300291 - ((((5.5965483376760305 - ((1.437173263886696 / X1 ) * 10.486193906818151)) + 6.681366315426977) - 11.607969812736886) - 17.78259592758721)) - 0.09184048379694103) + X1 )))
19,4.826786477995024E13,0.47842412871492546,4.826786477995024E13,(((((7.296402020769058 + (((7.296402020769058 + 7.898136048485824) / (((6.173862905300291 - ((5.5965483376760305 / (((5.519286583872758 + 1.4101852027169761) + 6.681366315426977) - 11.607969812736886)) + ((5.519286583872758 * X1 ) + 10.486193906818151))) / 5.519286583872758) + (11.607969812736886 + (1.4101852027169761 - 7.296402020769058)))) + ((((11.607969812736886 / ((X1  + 11.607969812736886) - 5.5965483376760305)) * 10.486193906818151) / 7.898136048485824) + (1.4101852027169761 / 5.5965483376760305)))) - 7.898136048485824) - 6.849523296811113) + (((X1  / (((6.681366315426977 * 10.486193906818151) - 5.519286583872758) * 6.173862905300291)) + ((7.296402020769058 / (10.486193906818151 * 7.296402020769058)) + 11.607969812736886)) * X1 )) / ((((7.296402020769058 + (((((6.849523296811113 - (6.173862905300291 - 7.296402020769058)) / ((((5.5965483376760305 - X1 ) + (6.681366315426977 + 6.849523296811113)) - (((X1  / (X1  + 6.173862905300291)) / 5.519286583872758) - 7.898136048485824)) * (X1  * 11.607969812736886))) + 7.898136048485824) / (((((10.486193906818151 - (X1  - 11.607969812736886)) / (X1  + (6.173862905300291 - 1.4101852027169761))) - 7.898136048485824) / (6.173862905300291 - 11.607969812736886)) + (11.607969812736886 + (((((6.173862905300291 + (5.5965483376760305 * 6.681366315426977)) - (6.849523296811113 - (6.173862905300291 / ((((7.296402020769058 * 7.898136048485824) + (((X1  / 1.4101852027169761) - 6.681366315426977) - 7.898136048485824)) / (5.519286583872758 * (5.519286583872758 * 6.173862905300291))) + (5.519286583872758 - ((6.173862905300291 / 6.681366315426977) / 6.849523296811113)))))) * 11.607969812736886) / ((X1  + 11.607969812736886) - 5.5965483376760305)) - 7.296402020769058)))) + (((7.898136048485824 * 10.486193906818151) / 7.898136048485824) + (1.4101852027169761 / 5.5965483376760305)))) + (7.898136048485824 * 5.519286583872758)) / 5.519286583872758) + (((6.173862905300291 - ((((5.5965483376760305 - (((10.486193906818151 / ((10.486193906818151 - (((((X1  - 7.898136048485824) * (7.296402020769058 + 5.5965483376760305)) + 6.681366315426977) / (X1  + 11.607969812736886)) - 6.681366315426977)) + ((((5.5965483376760305 / 5.519286583872758) / 5.5965483376760305) + (11.607969812736886 + (5.5965483376760305 - ((11.607969812736886 - 11.607969812736886) + 10.486193906818151)))) / (7.898136048485824 + 10.486193906818151)))) / X1 ) * 10.486193906818151)) + 6.681366315426977) - 11.607969812736886) - (6.849523296811113 + 7.296402020769058))) - ((X1  - 6.681366315426977) / (((7.296402020769058 / 1.4101852027169761) * 10.486193906818151) + (6.849523296811113 - 6.681366315426977)))) + X1 ))),(((((7.296402020769058 + ((15.194538069254882 / (((6.173862905300291 - (2.7942667861042394 + ((5.519286583872758 * X1 ) + 10.486193906818151))) / 5.519286583872758) + 5.721752994684804)) + ((((11.607969812736886 / ((X1  + 11.607969812736886) - 5.5965483376760305)) * 10.486193906818151) / 7.898136048485824) + 0.2519740950370414))) - 7.898136048485824) - 6.849523296811113) + (((X1  / 398.47849850728466) + 11.703333298181285) * X1 )) / ((((7.296402020769058 + ((((7.97206241227988 / ((((5.5965483376760305 - X1 ) + 13.53088961223809) - (((X1  / (X1  + 6.173862905300291)) / 5.519286583872758) - 7.898136048485824)) * (X1  * 11.607969812736886))) + 7.898136048485824) / (((((10.486193906818151 - (X1  - 11.607969812736886)) / (X1  + 4.7636777025833155)) - 7.898136048485824) / -5.434106907436595) + (11.607969812736886 + ((((43.56645245130776 - (6.849523296811113 - (6.173862905300291 / (((57.62797582448091 + (((X1  / 1.4101852027169761) - 6.681366315426977) - 7.898136048485824)) / 188.07144936358833) + 5.384380557294066)))) * 11.607969812736886) / ((X1  + 11.607969812736886) - 5.5965483376760305)) - 7.296402020769058)))) + 10.738168001855193)) + 43.59207633000961) / 5.519286583872758) + (((6.173862905300291 - ((((5.5965483376760305 - (((10.486193906818151 / ((10.486193906818151 - (((((X1  - 7.898136048485824) * 12.892950358445088) + 6.681366315426977) / (X1  + 11.607969812736886)) - 6.681366315426977)) + 0.3752928225886029)) / X1 ) * 10.486193906818151)) + 6.681366315426977) - 11.607969812736886) - 14.145925317580172)) - ((X1  - 6.681366315426977) / 54.4244959817303)) + X1 )))
20,3.2599344525462084E9,0.373710981131655,3.2599344525462084E9,(((((6.173862905300291 + (((7.296402020769058 + ((((6.681366315426977 * 10.486193906818151) - (6.173862905300291 - (10.486193906818151 - 5.5965483376760305))) / (((7.296402020769058 * ((10.486193906818151 - ((5.519286583872758 + (6.681366315426977 + (7.296402020769058 / 7.296402020769058))) - (((7.296402020769058 * 6.681366315426977) / (7.296402020769058 - (11.607969812736886 + 1.4101852027169761))) / (5.519286583872758 - (6.173862905300291 / (10.486193906818151 - 5.5965483376760305)))))) / X1 )) - ((X1  / ((7.296402020769058 + X1 ) / (((5.5965483376760305 + (5.519286583872758 + 6.681366315426977)) + 6.173862905300291) + (((6.849523296811113 - 5.519286583872758) + 5.519286583872758) + X1 )))) / (6.681366315426977 - 6.849523296811113))) * 6.681366315426977)) + X1 )) + (7.296402020769058 / 6.681366315426977)) / (((7.296402020769058 / ((7.296402020769058 - (7.898136048485824 + (1.4101852027169761 - ((X1  + 6.173862905300291) / ((6.173862905300291 - ((1.4101852027169761 + 7.898136048485824) / (1.4101852027169761 * 10.486193906818151))) + 7.898136048485824))))) - 6.849523296811113)) + 10.486193906818151) * 6.173862905300291))) + (6.849523296811113 * 11.607969812736886)) * X1 ) - X1 ) / (6.849523296811113 * (11.607969812736886 + ((5.5965483376760305 * 5.5965483376760305) + X1 )))),(((((6.173862905300291 + (((7.296402020769058 + ((68.77788540989224 / (((7.296402020769058 * (-4.716059286845383 / X1 )) - ((X1  / ((7.296402020769058 + X1 ) / (23.971064142276056 + (6.849523296811113 + X1 )))) / -0.16815698138413637)) * 6.681366315426977)) + X1 )) + 1.092052385141942) / (((7.296402020769058 / ((7.296402020769058 - (7.898136048485824 + (1.4101852027169761 - ((X1  + 6.173862905300291) / 13.442525636068268)))) - 6.849523296811113)) + 10.486193906818151) * 6.173862905300291))) + 79.50905966102144) * X1 ) - X1 ) / (6.849523296811113 * (11.607969812736886 + (31.32135329594434 + X1 ))))
21,2.4221942091106096E8,0.373710981131655,2.4221942091106096E8,(((((6.173862905300291 + (((7.296402020769058 + ((((6.681366315426977 * 10.486193906818151) - (6.173862905300291 - (10.486193906818151 - 5.5965483376760305))) / (((7.296402020769058 * ((10.486193906818151 - ((5.519286583872758 + (6.681366315426977 + (7.296402020769058 / 7.296402020769058))) - (((7.296402020769058 * 6.681366315426977) / (7.296402020769058 - (11.607969812736886 + 1.4101852027169761))) / (5.519286583872758 - (6.173862905300291 / (10.486193906818151 - 5.5965483376760305)))))) / X1 )) - ((X1  / ((7.296402020769058 + X1 ) / (((5.5965483376760305 + (5.519286583872758 + 6.681366315426977)) + 6.173862905300291) + (((6.849523296811113 - 5.519286583872758) + 5.519286583872758) + X1 )))) / (6.681366315426977 - 6.849523296811113))) * 6.681366315426977)) + X1 )) + (7.296402020769058 / 6.681366315426977)) / (((7.296402020769058 / ((7.296402020769058 - (7.898136048485824 + (1.4101852027169761 - ((X1  + 6.173862905300291) / ((6.173862905300291 - ((1.4101852027169761 + 7.898136048485824) / (1.4101852027169761 * 10.486193906818151))) + 7.898136048485824))))) - 6.849523296811113)) + 10.486193906818151) * 6.173862905300291))) + (6.849523296811113 * 11.607969812736886)) * X1 ) - X1 ) / (6.849523296811113 * (11.607969812736886 + ((5.5965483376760305 * 5.5965483376760305) + X1 )))),(((((6.173862905300291 + (((7.296402020769058 + ((68.77788540989224 / (((7.296402020769058 * (-4.716059286845383 / X1 )) - ((X1  / ((7.296402020769058 + X1 ) / (23.971064142276056 + (6.849523296811113 + X1 )))) / -0.16815698138413637)) * 6.681366315426977)) + X1 )) + 1.092052385141942) / (((7.296402020769058 / ((7.296402020769058 - (7.898136048485824 + (1.4101852027169761 - ((X1  + 6.173862905300291) / 13.442525636068268)))) - 6.849523296811113)) + 10.486193906818151) * 6.173862905300291))) + 79.50905966102144) * X1 ) - X1 ) / (6.849523296811113 * (11.607969812736886 + (31.32135329594434 + X1 ))))
