Generation,Avg Fitness,Best Fitness,Avg Size,Best Individual,Simplified
10,19.0266241177022,1.203417983320537,19.0266241177022,(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((((0.1970817846767794 + -1.2771678185839166) + -0.9857156384251926) / ((((-1.2771678185839166 - X1 ) / -2.0400465755520925) * (1.07381118791539 + (-0.044013583933512734 + (-0.92108130526475 - 0.1970817846767794)))) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475)))),(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((-2.06580167233233 / ((((-1.2771678185839166 - X1 ) / -2.0400465755520925) * -0.0883654859596521) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475))))
11,16.9521293011837,1.134539166914493,16.9521293011837,(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((((0.1970817846767794 + -1.2771678185839166) + -0.9857156384251926) / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - (((-1.2771678185839166 / -0.92108130526475) / -0.7023663107609162) / -0.7023663107609162)))) - X1 ) / -2.0400465755520925) * (1.07381118791539 + (-0.044013583933512734 + (-0.92108130526475 - 0.1970817846767794)))) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475)))),(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((-2.06580167233233 / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - 2.8107528164783613))) - X1 ) / -2.0400465755520925) * -0.0883654859596521) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475))))
12,17.08435710539771,1.134539166914493,17.08435710539771,(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((((0.1970817846767794 + -1.2771678185839166) + -0.9857156384251926) / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - (((-1.2771678185839166 / -0.92108130526475) / -0.7023663107609162) / -0.7023663107609162)))) - X1 ) / -2.0400465755520925) * (1.07381118791539 + (-0.044013583933512734 + (-0.92108130526475 - 0.1970817846767794)))) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475)))),(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((-2.06580167233233 / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - 2.8107528164783613))) - X1 ) / -2.0400465755520925) * -0.0883654859596521) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475))))
13,17.620505030161436,1.134539166914493,17.620505030161436,(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((((0.1970817846767794 + -1.2771678185839166) + -0.9857156384251926) / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - (((-1.2771678185839166 / -0.92108130526475) / -0.7023663107609162) / -0.7023663107609162)))) - X1 ) / -2.0400465755520925) * (1.07381118791539 + (-0.044013583933512734 + (-0.92108130526475 - 0.1970817846767794)))) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475)))),(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((-2.06580167233233 / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - 2.8107528164783613))) - X1 ) / -2.0400465755520925) * -0.0883654859596521) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475))))
14,16.205458759453244,1.112505705931263,16.205458759453244,(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((((0.1970817846767794 + -1.2771678185839166) + -0.9857156384251926) / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - (((-1.2771678185839166 / -0.92108130526475) / (X2  / -2.1138810304518554)) / -0.7023663107609162)))) - X1 ) / -2.0400465755520925) * (1.07381118791539 + (-0.044013583933512734 + (-0.92108130526475 - 0.1970817846767794)))) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475)))),(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((-2.06580167233233 / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - ((1.3865961791688035 / (X2  / -2.1138810304518554)) / -0.7023663107609162)))) - X1 ) / -2.0400465755520925) * -0.0883654859596521) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475))))
15,15.626344532660479,1.112505705931263,15.626344532660479,(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((((0.1970817846767794 + -1.2771678185839166) + -0.9857156384251926) / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - (((-1.2771678185839166 / -0.92108130526475) / (X2  / -2.1138810304518554)) / -0.7023663107609162)))) - X1 ) / -2.0400465755520925) * (1.07381118791539 + (-0.044013583933512734 + (-0.92108130526475 - 0.1970817846767794)))) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475)))),(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((-2.06580167233233 / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - ((1.3865961791688035 / (X2  / -2.1138810304518554)) / -0.7023663107609162)))) - X1 ) / -2.0400465755520925) * -0.0883654859596521) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475))))
16,13.307776611918529,1.112505705931263,13.307776611918529,(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((((0.1970817846767794 + -1.2771678185839166) + -0.9857156384251926) / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - (((-1.2771678185839166 / -0.92108130526475) / (X2  / -2.1138810304518554)) / -0.7023663107609162)))) - X1 ) / -2.0400465755520925) * (1.07381118791539 + (-0.044013583933512734 + (-0.92108130526475 - 0.1970817846767794)))) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475)))),(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((-2.06580167233233 / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - ((1.3865961791688035 / (X2  / -2.1138810304518554)) / -0.7023663107609162)))) - X1 ) / -2.0400465755520925) * -0.0883654859596521) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475))))
17,12.891679235088137,1.0719123670457376,12.891679235088137,(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((((0.1970817846767794 + -1.2771678185839166) + -0.9857156384251926) / (((((1.07381118791539 * (X1  / (X1  - (((-2.1138810304518554 / -0.92108130526475) / ((X1  * X1 ) / -2.1138810304518554)) / -0.7023663107609162)))) - X1 ) / -2.0400465755520925) * (1.07381118791539 + (-0.044013583933512734 + (-0.92108130526475 - 0.1970817846767794)))) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475)))),(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((-2.06580167233233 / (((((1.07381118791539 * (X1  / (X1  - ((2.294999386448577 / ((X1  * X1 ) / -2.1138810304518554)) / -0.7023663107609162)))) - X1 ) / -2.0400465755520925) * -0.0883654859596521) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475))))
18,12.016722873482172,0.9349119813731425,12.016722873482172,(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((((0.1970817846767794 + -1.2771678185839166) + -0.9857156384251926) / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - ((((1.07381118791539 / (X2  / (((((1.07381118791539 * ((-1.0754630635528475 * X1 ) / (-2.0400465755520925 - -0.044013583933512734))) - ((-0.92108130526475 - -0.92108130526475) / (X2  * ((1.07381118791539 * -0.7023663107609162) / (-0.9857156384251926 + ((((-2.1138810304518554 / -1.2771678185839166) / 0.1970817846767794) + ((0.1970817846767794 * -1.2771678185839166) * X2 )) / (((-0.044013583933512734 / (X2  - (((X2  + (-2.1138810304518554 / ((-0.044013583933512734 / X1 ) * (-0.7023663107609162 / -0.044013583933512734)))) / X2 ) - -2.1138810304518554))) / -1.2771678185839166) / (X1  * X1 )))))))) / (-0.92108130526475 + ((-1.2771678185839166 * X1 ) * X1 ))) + (X1  / ((-2.1138810304518554 - ((X2  - -0.7023663107609162) - -2.1138810304518554)) / X2 ))) - ((-1.0754630635528475 - (1.07381118791539 + -0.044013583933512734)) / -0.7023663107609162)))) / -0.92108130526475) / ((X1  * X1 ) / -2.1138810304518554)) / -0.7023663107609162)))) - X1 ) / -2.0400465755520925) * (1.07381118791539 + (-0.044013583933512734 + (-0.92108130526475 - 0.1970817846767794)))) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475)))),(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((-2.06580167233233 / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - ((((1.07381118791539 / (X2  / (((((1.07381118791539 * ((-1.0754630635528475 * X1 ) / -1.9960329916185797)) - (0.0 / (X2  * (-0.7542088025099294 / (-0.9857156384251926 + ((8.398197587753485 + (-0.2517065130182675 * X2 )) / (((-0.044013583933512734 / (X2  - (((X2  + (-2.1138810304518554 / ((-0.044013583933512734 / X1 ) * 15.957944070674095))) / X2 ) - -2.1138810304518554))) / -1.2771678185839166) / (X1  * X1 )))))))) / (-0.92108130526475 + ((-1.2771678185839166 * X1 ) * X1 ))) + (X1  / ((-2.1138810304518554 - ((X2  - -0.7023663107609162) - -2.1138810304518554)) / X2 ))) - 2.997382754952993))) / -0.92108130526475) / ((X1  * X1 ) / -2.1138810304518554)) / -0.7023663107609162)))) - X1 ) / -2.0400465755520925) * -0.0883654859596521) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475))))
19,49.67532758654091,0.931325352244491,49.67532758654091,(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((((0.1970817846767794 + -1.2771678185839166) + -0.9857156384251926) / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - ((((1.07381118791539 / (-1.2771678185839166 / (((((1.07381118791539 * ((-1.0754630635528475 * X1 ) / (-2.0400465755520925 - -0.044013583933512734))) - ((-0.92108130526475 - -0.92108130526475) / (X2  * ((1.07381118791539 * -0.7023663107609162) / (-0.9857156384251926 + ((((-2.1138810304518554 / -1.2771678185839166) / X2 ) + ((0.1970817846767794 * -1.2771678185839166) * X2 )) / (((-0.044013583933512734 / (X2  - (((0.1970817846767794 + (-2.1138810304518554 / ((-0.044013583933512734 / X1 ) * (-0.7023663107609162 / -0.044013583933512734)))) / X2 ) - -2.1138810304518554))) / X2 ) / (((0.1970817846767794 * X1 ) / X2 ) - -1.2771678185839166)))))))) / (-0.92108130526475 + ((-1.2771678185839166 * X1 ) * X1 ))) + (X1  / ((-2.1138810304518554 - ((X2  - -0.7023663107609162) - -2.1138810304518554)) / X2 ))) - ((X1  - (-0.9857156384251926 * (-1.2771678185839166 + X1 ))) / (-2.0400465755520925 + ((((-0.7023663107609162 + 0.1970817846767794) / (X2  + X2 )) * (-1.0754630635528475 / X2 )) + -1.0754630635528475)))))) / -0.92108130526475) / ((X1  * X1 ) / -2.1138810304518554)) / -0.7023663107609162)))) - X1 ) / -2.0400465755520925) * (1.07381118791539 + (-0.044013583933512734 + (-0.92108130526475 - 0.1970817846767794)))) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475)))),(((((-0.7023663107609162 - X1 ) / -1.0754630635528475) / -0.9857156384251926) + (-2.1138810304518554 + ((X1  + 0.1970817846767794) * X2 ))) / (-2.0400465755520925 + ((-2.06580167233233 / (((((-1.0754630635528475 * (-0.7023663107609162 / (X1  - ((((1.07381118791539 / (-1.2771678185839166 / (((((1.07381118791539 * ((-1.0754630635528475 * X1 ) / -1.9960329916185797)) - (0.0 / (X2  * (-0.7542088025099294 / (-0.9857156384251926 + (((1.6551317686626805 / X2 ) + (-0.2517065130182675 * X2 )) / (((-0.044013583933512734 / (X2  - (((0.1970817846767794 + (-2.1138810304518554 / ((-0.044013583933512734 / X1 ) * 15.957944070674095))) / X2 ) - -2.1138810304518554))) / X2 ) / (((0.1970817846767794 * X1 ) / X2 ) - -1.2771678185839166)))))))) / (-0.92108130526475 + ((-1.2771678185839166 * X1 ) * X1 ))) + (X1  / ((-2.1138810304518554 - ((X2  - -0.7023663107609162) - -2.1138810304518554)) / X2 ))) - ((X1  - (-0.9857156384251926 * (-1.2771678185839166 + X1 ))) / (-2.0400465755520925 + (((-0.5052845260841368 / (X2  + X2 )) * (-1.0754630635528475 / X2 )) + -1.0754630635528475)))))) / -0.92108130526475) / ((X1  * X1 ) / -2.1138810304518554)) / -0.7023663107609162)))) - X1 ) / -2.0400465755520925) * -0.0883654859596521) + -1.2771678185839166)) - (((0.1970817846767794 * X2 ) * X2 ) - -0.92108130526475))))
20,49.17714902335352,0.8427318788255763,49.17714902335352,(((((-2.1138810304518554 + (0.1970817846767794 * -2.1138810304518554)) - (-0.9857156384251926 * ((X1  + 0.1970817846767794) * X1 ))) - X1 ) * -0.7023663107609162) - (((-0.92108130526475 / (((-0.7023663107609162 - (-2.1138810304518554 + ((-1.0754630635528475 - -0.044013583933512734) - X1 ))) * -0.7023663107609162) - ((-0.7023663107609162 * -1.0754630635528475) - -2.1138810304518554))) - (-0.9857156384251926 + (X1  * ((((-0.92108130526475 - X2 ) * -0.92108130526475) + (((-0.044013583933512734 / -1.0754630635528475) + X2 ) * ((X1  * -0.044013583933512734) * ((((-0.7023663107609162 + ((((-0.044013583933512734 + 0.1970817846767794) * (((((-0.7023663107609162 - (-0.9857156384251926 * -1.0754630635528475)) - -1.2771678185839166) / (-2.1138810304518554 / (-1.0754630635528475 + (0.1970817846767794 / (((-2.1138810304518554 - ((-0.92108130526475 - X1 ) / ((X2  * ((((-0.044013583933512734 / ((0.1970817846767794 * 1.07381118791539) * (-0.7023663107609162 / (((-0.9857156384251926 * (-0.7023663107609162 - (-0.044013583933512734 - -0.92108130526475))) * -0.92108130526475) * ((-0.92108130526475 + -0.9857156384251926) - (-2.1138810304518554 / (-1.0754630635528475 + -0.9857156384251926))))))) / -0.044013583933512734) - ((X1  - -0.92108130526475) + (-1.0754630635528475 + X2 ))) / 0.1970817846767794)) * ((-0.044013583933512734 / -0.044013583933512734) / (-0.9857156384251926 + ((-1.2771678185839166 - -1.0754630635528475) + ((X1  / 1.07381118791539) + ((X2  + (X1  - X1 )) + (X2  - (0.1970817846767794 + -1.0754630635528475)))))))))) / (-0.7023663107609162 + ((-1.2771678185839166 * X1 ) * X1 ))) + ((-1.2771678185839166 + ((X2  - -0.044013583933512734) / 1.07381118791539)) / ((-2.1138810304518554 - (-0.7023663107609162 - -2.1138810304518554)) / X2 ))))))) - ((-0.92108130526475 - (-1.2771678185839166 + -0.92108130526475)) * (X1  * (-1.0754630635528475 - ((-1.2771678185839166 / ((((-0.7023663107609162 / ((-0.92108130526475 * (-0.7023663107609162 * -0.9857156384251926)) + 1.07381118791539)) / (-0.9857156384251926 + ((X2  * X2 ) - ((((0.1970817846767794 * (-0.9857156384251926 + (X1  - -0.92108130526475))) - (-0.92108130526475 / -0.044013583933512734)) / ((0.1970817846767794 / X1 ) - -2.1138810304518554)) + -0.044013583933512734)))) / -0.044013583933512734) * (((-2.0400465755520925 * -0.92108130526475) / -2.0400465755520925) / (-0.92108130526475 + (X1  - -0.044013583933512734))))) * (-0.9857156384251926 / 1.07381118791539)))))) + (-2.0400465755520925 * 1.07381118791539))) + (1.07381118791539 - X1 )) * ((X2  * -0.92108130526475) * 0.1970817846767794))) * -2.1138810304518554) / (-2.0400465755520925 + -0.9857156384251926)) - (-2.0400465755520925 + ((-2.1138810304518554 - X2 ) * X1 )))))) * ((X1  - 0.1970817846767794) + X1 ))))) * -0.044013583933512734)),((((-2.5304884765276965 - (-0.9857156384251926 * ((X1  + 0.1970817846767794) * X1 ))) - X1 ) * -0.7023663107609162) - (((-0.92108130526475 / (((-0.7023663107609162 - (-2.1138810304518554 + (-1.0314494796193348 - X1 ))) * -0.7023663107609162) - 2.8692500547591013)) - (-0.9857156384251926 + (X1  * ((((-0.92108130526475 - X2 ) * -0.92108130526475) + ((0.040925239950232783 + X2 ) * ((X1  * -0.044013583933512734) * ((((-0.7023663107609162 + (((0.15306820074326666 * (((-0.4852992524697082 / (-2.1138810304518554 / (-1.0754630635528475 + (0.1970817846767794 / (((-2.1138810304518554 - ((-0.92108130526475 - X1 ) / ((X2  * ((-28.289885738535183 - ((X1  - -0.92108130526475) + (-1.0754630635528475 + X2 ))) / 0.1970817846767794)) * (1.0 / (-0.9857156384251926 + (-0.2017047550310691 + ((X1  / 1.07381118791539) + ((X2  + (X1  - X1 )) + (X2  - -0.8783812788760681))))))))) / (-0.7023663107609162 + ((-1.2771678185839166 * X1 ) * X1 ))) + ((-1.2771678185839166 + ((X2  - -0.044013583933512734) / 1.07381118791539)) / (-3.5253957501427946 / X2 ))))))) - (1.2771678185839166 * (X1  * (-1.0754630635528475 - ((-1.2771678185839166 / (((-1.610504219775601 / (-0.9857156384251926 + ((X2  * X2 ) - ((((0.1970817846767794 * (-0.9857156384251926 + (X1  - -0.92108130526475))) - 20.927205261360733) / ((0.1970817846767794 / X1 ) - -2.1138810304518554)) + -0.044013583933512734)))) / -0.044013583933512734) * (-0.92108130526475 / (-0.92108130526475 + (X1  - -0.044013583933512734))))) * -0.9179599258402039))))) + -2.190624836696316)) + (1.07381118791539 - X1 )) * ((X2  * -0.92108130526475) * 0.1970817846767794))) * -2.1138810304518554) / -3.025762213977285) - (-2.0400465755520925 + ((-2.1138810304518554 - X2 ) * X1 )))))) * ((X1  - 0.1970817846767794) + X1 ))))) * -0.044013583933512734))
