Generation,Avg Fitness,Best Fitness,Avg Size,Best Individual,Simplified
0,69.38097464365843,6.2533291998241465,69.38097464365843,(-0.551400298268304 / ((-0.6630550762423952 * ((X1  * X1 ) - X1 )) - 0.5567614497591518)),(-0.551400298268304 / ((-0.6630550762423952 * ((X1  * X1 ) - X1 )) - 0.5567614497591518))
1,20.19853866746361,6.2533291998241465,20.19853866746361,(-0.551400298268304 / ((-0.6630550762423952 * ((X1  * X1 ) - X1 )) - 0.5567614497591518)),(-0.551400298268304 / ((-0.6630550762423952 * ((X1  * X1 ) - X1 )) - 0.5567614497591518))
2,12.782149254728175,6.02000367502907,12.782149254728175,(((((X1  * 0.5567614497591518) * 0.5567614497591518) - ((-0.1314107584469375 - -0.891792461705571) - (0.18398340063944008 / X1 ))) / (((-0.593299936579063 + 0.6546527861478559) - (0.7765022731441287 + -0.1314107584469375)) + ((-0.6630550762423952 + 0.6546527861478559) / -0.1314107584469375))) / (0.5567614497591518 * X1 )),(((((X1  * 0.5567614497591518) * 0.5567614497591518) - (0.7603817032586335 - (0.18398340063944008 / X1 ))) / -0.5197995311195791) / (0.5567614497591518 * X1 ))
3,11.676858209430408,5.5486831057313,11.676858209430408,(((0.6546527861478559 * ((0.5567614497591518 - -0.752935858550938) / (-0.551400298268304 - 0.7765022731441287))) - (((0.7765022731441287 + -0.1314107584469375) - 0.5567614497591518) * ((X1  - 0.7765022731441287) / (0.18398340063944008 - 0.7765022731441287)))) * (((-0.593299936579063 / X1 ) - (-0.593299936579063 - (-0.551400298268304 + -0.752935858550938))) + X1 )),((-0.645677635056894 - (0.08833006493803941 * ((X1  - 0.7765022731441287) / -0.5925188725046886))) * (((-0.593299936579063 / X1 ) - 0.711036220240179) + X1 ))
4,13.529696775165734,5.349859542211365,13.529696775165734,(((((-0.1314107584469375 + 0.5567614497591518) * -0.891792461705571) - ((-0.752935858550938 / 0.6546527861478559) / -0.752935858550938)) + (((-0.593299936579063 / -0.6630550762423952) - -0.891792461705571) * ((0.18398340063944008 + X1 ) * 0.6546527861478559))) * (-0.752935858550938 - ((X1  / (((0.6546527861478559 - (-0.551400298268304 + -0.6630550762423952)) + ((-0.593299936579063 * 0.5567614497591518) / (-0.1314107584469375 / -0.752935858550938))) + 0.6546527861478559)) * (-0.1314107584469375 * 0.6546527861478559)))),((-1.9068518357218376 + (1.7865898289791282 * ((0.18398340063944008 + X1 ) * 0.6546527861478559))) * (-0.752935858550938 - ((X1  / 0.6311100364909246) * -0.08602841914709053)))
5,12.027299173684401,3.800790915562458,12.027299173684401,((((-0.551400298268304 / X1 ) / -0.551400298268304) + (-0.891792461705571 + (0.18398340063944008 - -0.593299936579063))) + (((0.5567614497591518 + -0.752935858550938) * -0.6630550762423952) / ((0.6546527861478559 / 0.18398340063944008) - ((-0.551400298268304 - ((0.5567614497591518 * (((((0.7765022731441287 - 0.18398340063944008) * 0.18398340063944008) / -0.1314107584469375) + X1 ) / ((((-0.891792461705571 - -0.593299936579063) + (-0.752935858550938 + -0.1314107584469375)) + (0.5567614497591518 * X1 )) / (-0.1314107584469375 + 0.18398340063944008)))) / ((((((0.6546527861478559 * ((((-0.752935858550938 + -0.551400298268304) - (-0.593299936579063 + -0.891792461705571)) * (((0.18398340063944008 / -0.752935858550938) + 0.18398340063944008) + (0.6546527861478559 * ((-0.891792461705571 - (0.6546527861478559 * 0.5567614497591518)) * (0.7765022731441287 / -0.891792461705571))))) * (-0.1314107584469375 * X1 ))) + (0.7765022731441287 * (((0.18398340063944008 / (-0.551400298268304 / (-0.6630550762423952 / 0.7765022731441287))) - ((-0.752935858550938 * -0.551400298268304) * -0.752935858550938)) / X1 ))) - ((0.7765022731441287 / X1 ) + -0.752935858550938)) / X1 ) * -0.752935858550938) * -0.1314107584469375))) * (-0.752935858550938 * 0.7765022731441287))))),((((-0.551400298268304 / X1 ) / -0.551400298268304) + -0.11450912448706796) + (0.13007443757824466 / (3.5582165775422654 - ((-0.551400298268304 - ((0.5567614497591518 * ((-0.8295640204411283 + X1 ) / ((-1.1828391421243836 + (0.5567614497591518 * X1 )) / 0.05257264219250257))) / ((((((0.6546527861478559 * (0.11852765502736025 * (-0.1314107584469375 * X1 ))) + (0.7765022731441287 * (0.5975127721595954 / X1 ))) - ((0.7765022731441287 / X1 ) + -0.752935858550938)) / X1 ) * -0.752935858550938) * -0.1314107584469375))) * -0.5846564056965295))))
6,11.381991008885107,3.800790915562458,11.381991008885107,((((-0.551400298268304 / X1 ) / -0.551400298268304) + (-0.891792461705571 + (0.18398340063944008 - -0.593299936579063))) + (((0.5567614497591518 + -0.752935858550938) * -0.6630550762423952) / ((0.6546527861478559 / 0.18398340063944008) - ((-0.551400298268304 - ((0.5567614497591518 * (((((0.7765022731441287 - 0.18398340063944008) * 0.18398340063944008) / -0.1314107584469375) + X1 ) / ((((-0.891792461705571 - -0.593299936579063) + (-0.752935858550938 + -0.1314107584469375)) + (0.5567614497591518 * X1 )) / (-0.1314107584469375 + 0.18398340063944008)))) / ((((((0.6546527861478559 * ((((-0.752935858550938 + -0.551400298268304) - (-0.593299936579063 + -0.891792461705571)) * (((0.18398340063944008 / -0.752935858550938) + 0.18398340063944008) + (0.6546527861478559 * ((-0.891792461705571 - (0.6546527861478559 * 0.5567614497591518)) * (0.7765022731441287 / -0.891792461705571))))) * (-0.1314107584469375 * X1 ))) + (0.7765022731441287 * (((0.18398340063944008 / (-0.551400298268304 / (-0.6630550762423952 / 0.7765022731441287))) - ((-0.752935858550938 * -0.551400298268304) * -0.752935858550938)) / X1 ))) - ((0.7765022731441287 / X1 ) + -0.752935858550938)) / X1 ) * -0.752935858550938) * -0.1314107584469375))) * (-0.752935858550938 * 0.7765022731441287))))),((((-0.551400298268304 / X1 ) / -0.551400298268304) + -0.11450912448706796) + (0.13007443757824466 / (3.5582165775422654 - ((-0.551400298268304 - ((0.5567614497591518 * ((-0.8295640204411283 + X1 ) / ((-1.1828391421243836 + (0.5567614497591518 * X1 )) / 0.05257264219250257))) / ((((((0.6546527861478559 * (0.11852765502736025 * (-0.1314107584469375 * X1 ))) + (0.7765022731441287 * (0.5975127721595954 / X1 ))) - ((0.7765022731441287 / X1 ) + -0.752935858550938)) / X1 ) * -0.752935858550938) * -0.1314107584469375))) * -0.5846564056965295))))
7,11.843547662330351,3.800790915562458,11.843547662330351,((((-0.551400298268304 / X1 ) / -0.551400298268304) + (-0.891792461705571 + (0.18398340063944008 - -0.593299936579063))) + (((0.5567614497591518 + -0.752935858550938) * -0.6630550762423952) / ((0.6546527861478559 / 0.18398340063944008) - ((-0.551400298268304 - ((0.5567614497591518 * (((((0.7765022731441287 - 0.18398340063944008) * 0.18398340063944008) / -0.1314107584469375) + X1 ) / ((((-0.891792461705571 - -0.593299936579063) + (-0.752935858550938 + -0.1314107584469375)) + (0.5567614497591518 * X1 )) / (-0.1314107584469375 + 0.18398340063944008)))) / ((((((0.6546527861478559 * ((((-0.752935858550938 + -0.551400298268304) - (-0.593299936579063 + -0.891792461705571)) * (((0.18398340063944008 / -0.752935858550938) + 0.18398340063944008) + (0.6546527861478559 * ((-0.891792461705571 - (0.6546527861478559 * 0.5567614497591518)) * (0.7765022731441287 / -0.891792461705571))))) * (-0.1314107584469375 * X1 ))) + (0.7765022731441287 * (((0.18398340063944008 / (-0.551400298268304 / (-0.6630550762423952 / 0.7765022731441287))) - ((-0.752935858550938 * -0.551400298268304) * -0.752935858550938)) / X1 ))) - ((0.7765022731441287 / X1 ) + -0.752935858550938)) / X1 ) * -0.752935858550938) * -0.1314107584469375))) * (-0.752935858550938 * 0.7765022731441287))))),((((-0.551400298268304 / X1 ) / -0.551400298268304) + -0.11450912448706796) + (0.13007443757824466 / (3.5582165775422654 - ((-0.551400298268304 - ((0.5567614497591518 * ((-0.8295640204411283 + X1 ) / ((-1.1828391421243836 + (0.5567614497591518 * X1 )) / 0.05257264219250257))) / ((((((0.6546527861478559 * (0.11852765502736025 * (-0.1314107584469375 * X1 ))) + (0.7765022731441287 * (0.5975127721595954 / X1 ))) - ((0.7765022731441287 / X1 ) + -0.752935858550938)) / X1 ) * -0.752935858550938) * -0.1314107584469375))) * -0.5846564056965295))))
8,11.251412465800597,3.800790915562458,11.251412465800597,((((-0.551400298268304 / X1 ) / -0.551400298268304) + (-0.891792461705571 + (0.18398340063944008 - -0.593299936579063))) + (((0.5567614497591518 + -0.752935858550938) * -0.6630550762423952) / ((0.6546527861478559 / 0.18398340063944008) - ((-0.551400298268304 - ((0.5567614497591518 * (((((0.7765022731441287 - 0.18398340063944008) * 0.18398340063944008) / -0.1314107584469375) + X1 ) / ((((-0.891792461705571 - -0.593299936579063) + (-0.752935858550938 + -0.1314107584469375)) + (0.5567614497591518 * X1 )) / (-0.1314107584469375 + 0.18398340063944008)))) / ((((((0.6546527861478559 * ((((-0.752935858550938 + -0.551400298268304) - (-0.593299936579063 + -0.891792461705571)) * (((0.18398340063944008 / -0.752935858550938) + 0.18398340063944008) + (0.6546527861478559 * ((-0.891792461705571 - (0.6546527861478559 * 0.5567614497591518)) * (0.7765022731441287 / -0.891792461705571))))) * (-0.1314107584469375 * X1 ))) + (0.7765022731441287 * (((0.18398340063944008 / (-0.551400298268304 / (-0.6630550762423952 / 0.7765022731441287))) - ((-0.752935858550938 * -0.551400298268304) * -0.752935858550938)) / X1 ))) - ((0.7765022731441287 / X1 ) + -0.752935858550938)) / X1 ) * -0.752935858550938) * -0.1314107584469375))) * (-0.752935858550938 * 0.7765022731441287))))),((((-0.551400298268304 / X1 ) / -0.551400298268304) + -0.11450912448706796) + (0.13007443757824466 / (3.5582165775422654 - ((-0.551400298268304 - ((0.5567614497591518 * ((-0.8295640204411283 + X1 ) / ((-1.1828391421243836 + (0.5567614497591518 * X1 )) / 0.05257264219250257))) / ((((((0.6546527861478559 * (0.11852765502736025 * (-0.1314107584469375 * X1 ))) + (0.7765022731441287 * (0.5975127721595954 / X1 ))) - ((0.7765022731441287 / X1 ) + -0.752935858550938)) / X1 ) * -0.752935858550938) * -0.1314107584469375))) * -0.5846564056965295))))
9,10.694127370946536,3.525432214737868,10.694127370946536,((((-0.551400298268304 / X1 ) / -0.551400298268304) + (-0.891792461705571 + (0.18398340063944008 - -0.593299936579063))) + (((0.5567614497591518 + -0.752935858550938) * -0.6630550762423952) / ((0.6546527861478559 / 0.18398340063944008) - ((-0.551400298268304 - ((0.5567614497591518 * (((((0.7765022731441287 - 0.18398340063944008) * 0.18398340063944008) / -0.1314107584469375) + X1 ) / ((((-0.891792461705571 - -0.593299936579063) + (-0.752935858550938 + -0.1314107584469375)) + (0.5567614497591518 * X1 )) / (-0.1314107584469375 + 0.18398340063944008)))) / ((((((0.6546527861478559 * ((((0.18398340063944008 + -0.551400298268304) - (-0.593299936579063 + -0.891792461705571)) * (((0.18398340063944008 / -0.752935858550938) + 0.18398340063944008) + (0.6546527861478559 * ((-0.891792461705571 - (0.6546527861478559 * 0.5567614497591518)) * (-0.891792461705571 / -0.891792461705571))))) * (-0.1314107584469375 * X1 ))) + (0.7765022731441287 * (((0.18398340063944008 / (-0.551400298268304 / (-0.6630550762423952 / 0.7765022731441287))) - ((-0.752935858550938 * -0.551400298268304) * -0.752935858550938)) / X1 ))) - ((-0.1314107584469375 / X1 ) / 0.18398340063944008)) / X1 ) * -0.752935858550938) * -0.1314107584469375))) * (-0.752935858550938 * 0.7765022731441287))))),((((-0.551400298268304 / X1 ) / -0.551400298268304) + -0.11450912448706796) + (0.13007443757824466 / (3.5582165775422654 - ((-0.551400298268304 - ((0.5567614497591518 * ((-0.8295640204411283 + X1 ) / ((-1.1828391421243836 + (0.5567614497591518 * X1 )) / 0.05257264219250257))) / ((((((0.6546527861478559 * (-0.9866806951651794 * (-0.1314107584469375 * X1 ))) + (0.7765022731441287 * (0.5975127721595954 / X1 ))) - ((-0.1314107584469375 / X1 ) / 0.18398340063944008)) / X1 ) * -0.752935858550938) * -0.1314107584469375))) * -0.5846564056965295))))
